,text,object_location_type,timeRange,spatial_relation,movie_name,location_name,movie_type,object_type
1895,List movies for nearest  movie house at brunch time,movie house,brunch,nearest,,,movies,
1896,Can I get the movie schedules for Landmark Theatres .,,,,,Landmark Theatres,,movie schedules
1897,what time can i see The Half Naked Truth,,,,The Half Naked Truth,,,
1898,What time is Hold That Blonde playing at the closest  cinema ?,cinema,,closest,Hold That Blonde,,,
1899,List movie schedule,,,,,,,movie schedule
1900,Find the schedule for Blood Orgy of the Leather Girls at a movie house .,movie house,,,Blood Orgy of the Leather Girls,,,schedule
1901,Find the movie times for movies playing in the neighborhood,,,in the neighborhood,,,movies,movie times
1902,find films at Alamo Drafthouse Cinema,,,,,Alamo Drafthouse Cinema,films,
1903,Look up the movie schedule,,,,,,,movie schedule
1904,What movies are playing at the closest  cinema,cinema,,closest,,,movies,
1905,What are the movie schedules for animated movies playing in the neighborhood,,,in the neighborhood,,,animated movies,movie schedules
1906,Can I get the movies showtimes for the closest  movie house .,movie house,,closest,,,movies,
1907,find animated movies  in the area,,,in the area,,,animated movies,
1908,find close by  films with a movie schedule,,,close by,,,films,movie schedule
1909,find films scheudle in the neighborhood at 2,,2,in the neighborhood,,,films,
1910,find movie times,,,,,,,movie times
1911,Show the movie schedule for animated movies  in the neighbourhood,,,in the neighbourhood,,,animated movies,movie schedule
1912,What time is The Glass Key playing at Caribbean Cinemas,,,,The Glass Key,Caribbean Cinemas,,
1913,Show the movie schedule of animated movies  close by,,,close by,,,animated movies,movie schedule
1914,Find the schedule for Death Valley Manhunt .,,,,Death Valley Manhunt,,,schedule
1915,What time is Class playing at Amco Entertainment ?,,,,Class,Amco Entertainment,,
1916,movie schedule for Harkins Theatres,,,,,Harkins Theatres,,movie schedule
1917,Find the schedule for Evening Clothes  in 1 second .,,in 1 second,,Evening Clothes,,,schedule
1918,Where is the closest  movie theatre playing Mighty Baby  now,movie theatre,now,closest,Mighty Baby,,,
1919,Can I see the movie schedules ?,,,,,,,movie schedules
1920,What time does the next movie play around here,,,around here,,,movie,
1921,movie times at Consolidated Theatres,,,,,Consolidated Theatres,,movie times
1922,what movies are showing at Fox Theatres at 11 am,,11 am,,,Fox Theatres,movies,
1923,What time is A Man for Burning playing,,,,A Man for Burning,,,
1924,Can I get the showtimes for The Scarlet and the Black at 12 pm .,,12 pm,,The Scarlet and the Black,,,
1925,Find the movie schedules for animated movies  in the neighbourhood .,,,in the neighbourhood,,,animated movies,movie schedules
1926,What is the movie schedule at Douglas Theatre Company,,,,,Douglas Theatre Company,,movie schedule
1927,Is Love Is a Ball playing right now ?,,now,,Love Is a Ball,,,
1928,find movie times for movies  in the neighborhood,,,in the neighborhood,,,movies,movie times
1929,Show me the movies at the closest  cinema,cinema,,closest,,,movies,
1930,She me movie times at Mann Theatres,,,,,Mann Theatres,,movie times
1931,Is Rented Lips playing at the nearest  cinema,cinema,,nearest,Rented Lips,,,
1932,What time is Kickboxer showing at Cobb Theatres,,,,Kickboxer,Cobb Theatres,,
1933,Give me some movie schedules .,,,,,,,movie schedules
1934,What time is a movie  in the neighbourhood,,,in the neighbourhood,,,movie,
1935,Which animated movies are playing at Megaplex Theatres at tea time?,,tea,,,Megaplex Theatres,animated movies,
1936,what time is One Night Stand showing at Cineplex Odeon Corporation,,,,One Night Stand,Cineplex Odeon Corporation,,
1937,find the closest  cinema for films,cinema,,closest,,,films,
1938,What is the movie schedule for any films playing close by at Sunset,,Sunset,close by,,,films,movie schedule
1939,Can i get the movie times for Fox Theatres ?,,,,,Fox Theatres,,movie times
1940,Find the movie schedule for the Douglas Theatre Company .,,,,,Douglas Theatre Company,,movie schedule
1941,find a movie house for Kickboxer 5 – Redemption,movie house,,,Kickboxer 5 – Redemption,,,
1942,Please tell me the movie schedules ?,,,,,,,movie schedules
1943,What films are playing at the nearest  movie theatre ,movie theatre,,nearest,,,films,
1944,What animated movies are playing at the Douglas Theatre Company,,,,,Douglas Theatre Company,animated movies,
1945,What animated movies are playing at Pacific Theatres,,,,,Pacific Theatres,animated movies,
1946,can I get the movie schedules,,,,,,,movie schedules
1947,Find Secret Command .,,,,Secret Command,,,
1948,Give me the schedule for What a Wonderful Place at Cinemark Theatres,,,,What a Wonderful Place,Cinemark Theatres,,schedule
1949,what time is Achilles and the Tortoise showing,,,,Achilles and the Tortoise,,,
1950,what animated movies are showing in the neighborhood ,,,in the neighborhood,,,animated movies,
1951,I'd like to watch films at Marcus Corporation at twelve P.M.,,twelve P.M.,,,Marcus Corporation,films,
1952,Show movies  in the neighborhood,,,in the neighborhood,,,movies,
1953,What films are at Cineplex Odeon Corporation,,,,,Cineplex Odeon Corporation,films,
1954,Can a I get the movie schedule for Sympathy for the Devil,,,,Sympathy for the Devil,,,schedule
1955,Find movie schedules for animated movies  around here .,,,around here,,,animated movies,movie schedules
1956,what time is Bordertown Trail showing,,,,Bordertown Trail,,,
1957,in the neighbourhood find movies with movie times,,,in the neighbourhood,,,movies,movie times
1958,What cinema has the closest  movies,cinema,,closest,,,movies,
1959,Is Babar: King of the Elephants playing,,,,Babar: King of the Elephants,,,
1960,Is The Ghost playing,,,,The Ghost,,,
1961,Is Bartok the Magnificent playing at seven AM ?,,seven AM,,Bartok the Magnificent,,,
1962,What's the movie schedule,,,,,,,movie schedule
1963,i want to see JLA Adventures: Trapped In Time,,,,JLA Adventures: Trapped In Time,,,
1964,when is The Fox and the Child playing in this cinema,cinema,,,The Fox and the Child,,,
1965,show me the schedule for Rat Rod Rockers !,,,,Rat Rod Rockers,,,schedule
1966,Is Any Which Way You Can playing in 15 seconds,,in 15 seconds,,Any Which Way You Can,,,
1967,I want to see The Portrait of a Lady at the nearest  cinema .,cinema,,nearest,The Portrait of a Lady,,,
1968,Where can I see The Prime Ministers: The Pioneers,,,,The Prime Ministers: The Pioneers,,,
1969,I need to find the movie theatre showing The Crooked Web  closest to me,movie theatre,,closest,The Crooked Web,,,
1970,I want to see While the Sun Shines at the closest  movie house .,movie house,,closest,While the Sun Shines,,,
1971,"I want to see Those Kids from Town , when will it be showing?",,,,Those Kids from Town,,,
1972,Find the schedule for The Comedian at Santikos Theatres .,,,,The Comedian,Santikos Theatres,,schedule
1973,What are the movie schedules for my favorite theaters ,,,,,theaters,,movie schedules
1974,What are the movies showing in the neighbourhood ,,,in the neighbourhood,,,movies,
1975,Is Without Witness playing twenty two hours from now,,twenty two hours from now,,Without Witness,,,
1976,I need animated movies  in the area for dinner time,,dinner,in the area,,,animated movies,
1977,i want to see I Dream of Jeanie in a movie theatre,movie theatre,,,I Dream of Jeanie,,,
1978,Can I see Ellis Island Revisited  in 1 minute,,in 1 minute,,Ellis Island Revisited,,,
1979,I want animated movies at MJR Theatres,,,,,MJR Theatres,animated movies,
1980,show me the schedule for The Oblong Box,,,,The Oblong Box,,,schedule
1981,I want to know if there are any movies playing in the area .,,,in the area,,,movies,
1982,Is What a Wonderful Place showing at Cinemark Theatres,,,,What a Wonderful Place,Cinemark Theatres,,
1983,show the closest  movie theatre that shows Boycott,movie theatre,,closest,Boycott,,,
1984,I want to see DOA: Dead or Alive at Loews Cineplex Entertainment .,,,,DOA: Dead or Alive,Loews Cineplex Entertainment,,
1985,is The Nightmare showing six hours from now at the nearest  cinema .,cinema,six hours from now,nearest,The Nightmare,,,
1986,What is the nearest  movie house with Window Connection playing at lunch,movie house,lunch,nearest,Window Connection,,,
1987,Is Patrick Still Lives showing at AMC Theaters,,,,Patrick Still Lives,AMC Theaters,,
1988,Fine the movie schedules for the Wanda Group .,,,,,Wanda Group,,movie schedules
1989,Give me the movie schedule  nearby,,,nearby,,,,movie schedule
1990,Find the schedule at the Douglas Theatre Company .,,,,,Douglas Theatre Company,,schedule
1991,Show me the movies at Harkins Theatres .,,,,,Harkins Theatres,movies,
1992,what movies at Star Theatres .,,,,,Star Theatres,movies,
1993,I want a movie schedule .,,,,,,,movie schedule
1994,Can I get the movie times,,,,,,,movie times
1995,I want to see Medal for the General,,,,Medal for the General,,,
1996,Can I get the times for movies  in the neighbourhood,,,in the neighbourhood,,,movies,times
1997,May I have the movie schedules for Speakeasy Theaters,,,,,Speakeasy Theaters,,movie schedules
1998,Find animated movies  close by,,,close by,,,animated movies,
1999,Is American Primitive showing in Santikos Theatres,,,,American Primitive,Santikos Theatres,,
2000,what are the movie schedules  in the neighborhood,,,in the neighborhood,,,,movie schedules
2001,Check the schedule for Bow Tie Cinemas .,,,,,Bow Tie Cinemas,,schedule
2002,Check the timings for Snowbound at the closest  movie theatre .,movie theatre,,closest,Snowbound,,,
2003,What are the movie times at Caribbean Cinemas,,,,,Caribbean Cinemas,,movie times
2004,I need films  in the neighborhood,,,in the neighborhood,,,films,
2005,Show the movie schedules  in the neighborhood,,,in the neighborhood,,,,movie schedules
2006,where's the nearest  movie house showing foreign films,movie house,,nearest,,,films,
2007,What movies are showing now at the closest  cinema ?,cinema,now,closest,,,movies,
2008,Is Rumor Has It playing,,,,Rumor Has It,,,
2009,I need a list of Speakeasy Theaters  movie times,,,,,Speakeasy Theaters,,movie times
2010,When is The Outer Space Connection playing at the nearest  cinema .,cinema,,nearest,The Outer Space Connection,,,
2011,Find the movie times at Harkins Theatres .,,,,,Harkins Theatres,,movie times
2012,Find the films at Century Theatres .,,,,,Century Theatres,films,
2013,show the animated movies playing in the neighbourhood,,,in the neighbourhood,,,animated movies,
2014,I want to see Fear Chamber .,,,,Fear Chamber,,,
2015,Show me Southern Theatres  movie times,,,,,Southern Theatres,,movie times
2016,Is The Unnaturals showing at 13 .,,13,,The Unnaturals,,,
2017,Is No Time to Be Young showing at AMC Theaters,,,,No Time to Be Young,AMC Theaters,,
2018,Find the movie schedules for Regal Entertainment Group .,,,,,Regal Entertainment Group,,movie schedules
2019,I want to see Shattered Image .,,,,Shattered Image,,,
2020,Find the schedule at Star Theatres .,,,,,Star Theatres,,schedule
2021,Will I Think I Do be playing at 7 PM ?,,7 PM,,I Think I Do,,,
2022,Show me the schedule for ArcLight Hollywood for only animated movies,,,,,ArcLight Hollywood,animated movies,schedule
2023,Find the schedule for Great Mail Robbery .,,,,Great Mail Robbery,,,schedule
2024,Give me the movies  in the neighborhood ,,,in the neighborhood,,,movies,
2025,What movies are playing close by,,,close by,,,movies,
2026,Is The Two Gladiators playing,,,,The Two Gladiators,,,
2027,What's the movie schedule for Great Escape Theatres,,,,,Great Escape Theatres,,movie schedule
2028,Find the movie schedule  close by,,,close by,,,,movie schedule
2029,I want to see Outcast .,,,,Outcast,,,
2030,show me the schedule of movie The Great Gildersleeve near movie house,movie house,,,The Great Gildersleeve,,,schedule
2031,I need times for A Yiddish World Remembered at Dipson Theatres,,,,A Yiddish World Remembered,Dipson Theatres,,times
2032,Find the movie schedules at Goodrich Quality Theaters .,,,,,Goodrich Quality Theaters,,movie schedules
2033,show me the movie schedule  in the neighbourhood ,,,in the neighbourhood,,,,movie schedule
2034,show me the movie times for films  nearby,,,nearby,,,films,movie times
2035,show the movie times for animated movies  in the neighbourhood,,,in the neighbourhood,,,animated movies,movie times
2036,Is The Eye â Infinity playing at General Cinema Corporation,,,,The Eye â Infinity,General Cinema Corporation,,
2037,Can you check the timings for Super Sweet 16: The Movie ?,,,,Super Sweet 16: The Movie,,,
2038,is We Are Northern Lights playing in any movie theatre,movie theatre,,,We Are Northern Lights,,,
2039,What times will The Young Swordsman be showing at my cinema ?,cinema,,,The Young Swordsman,,,times
2040,Show the Sexy Dance 2 times at the closest  movie house,movie house,,closest,Sexy Dance 2,,,times
2041,what are some close by  animated movies showing,,,close by,,,animated movies,
2042,movie schedules  close by for animated movies,,,close by,,,animated movies,movie schedules
2043,what films are playing close by,,,close by,,,films,
2044,Find the movie schedule  in the area .,,,in the area,,,,movie schedule
2045,Is Cowboy Canteen playing,,,,Cowboy Canteen,,,
2046,Is Rare Birds showing at the nearest  movie theatre at noon .,movie theatre,noon,nearest,Rare Birds,,,
