,text,served_dish,facility,timeRange,spatial_relation,restaurant_type,party_size_number,sort,cuisine,city,country,party_size_description,poi,restaurant_name,state
1841,Book a table for my granddaughter and I at the highly rated  restaurant that is close by in Tuvalu .,,,,close by,restaurant,,highly rated,,,Tuvalu,my granddaughter and I,,,
1842,Book a restaurant  within the same area of Ely for 10 people.,,,,within the same area,restaurant,10,,,Ely,,,,,
1843,I need a restaurant that has internet access for a party of six,,internet,,,restaurant,six,,,,,,,,
1844,Make me a reservation at a bar for a party of 7 in indonesian,,,,,bar,7,,indonesian,,,,,,
1845,I'd like a table for 3 at a brasserie in Hillview  NE that has mineiro,,,,,brasserie,3,,mineiro,Hillview,,,,,NE
1846,book a spot at Leopold Cafe in Bhutan,,,,,,,,,,Bhutan,,,Leopold Cafe,
1847,Reserve a table for ten people in Brenham  in 5 years .,,,in 5 years,,,ten,,,Brenham,,,,,
1848,Get me reservations for an indoor  Honduras  restaurant .,,indoor,,,restaurant,,,,,Honduras,,,,
1849,"I need a reservation for february 27, 2020 at a bar that serves pat̩",pat̩,,"february 27, 2020",,bar,,,,,,,,,
1850,Make me a reservation for elvira and I in Brazil,,,,,,,,,,Brazil,elvira and I,,,
1851,book a spot at an indoor  gastropub in NY,,indoor,,,gastropub,,,,,,,,,NY
1852,Book a reservation for a popular  bakery in Patetown,,,,,bakery,,popular,,Patetown,,,,,
1853,Book a steakhouse with a pool for eight people.,,pool,,,steakhouse,eight,,,,,,,,
1854,book a southeastern  restaurant in Heard Island and McDonald Islands,,,,,restaurant,,,southeastern,,Heard Island and McDonald Islands,,,,
1855,book a spot for 8 at a popular  taverna,,,,,taverna,8,popular,,,,,,,
1856,I would like to book a tea house at 08:05,,,08:05,,tea house,,,,,,,,,
1857,I need a reservation for 2  within walking distance of Hoyt St,,,,within walking distance,,2,,,,,,Hoyt St,,
1858,Book me a restaurant reservation in Madagascar,,,,,restaurant,,,,,Madagascar,,,,
1859,book a spot at a taverna with internet in Mississippi,,internet,,,taverna,,,,,,,,,Mississippi
1860,I would like to book a frozen yogurt  restaurant for one,frozen yogurt,,,,restaurant,one,,,,,,,,
1861,Need book a restaurant for this Autumn in Illinois,,,this Autumn,,restaurant,,,,,,,,,Illinois
1862,I need to book a restaurant at supper time in IL,,,supper,,restaurant,,,,,,,,,IL
1863,Book a restaurant in Switzerland for 3 .,,,,,restaurant,3,,,,Switzerland,,,,
1864,"i'd like reservations for two at a pizzeria , 22 weeks from now .",,,22 weeks from now,,pizzeria,two,,,,,,,,
1865,Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10 ,,,,,cafeteria,10,,,,Liberia,,,country,
1866,Please reserve a table for five to get chicken fingers at a cafeteria in Mexico .,chicken fingers,,,,cafeteria,five,,,,Mexico,,,,
1867,Book a restaurant in the Marshall Islands for two people.,,,,,restaurant,two,,,,,,,,Marshall Islands
1868,book a restaurant for seven,,,,,restaurant,seven,,,,,,,,
1869,"Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024",,,"Apr. 7th, 2024",,,7,,,,,,,Grecian Coffee House,
1870,book for seven at Cozy Dog Drive In,,,,,,seven,,,,,,,Cozy Dog Drive In,
1871,Find a reservation in Hesston  NC at a new restaurant,,,,,restaurant,,,,Hesston,,,,,NC
1872,book a restaurant for 4,,,,,restaurant,4,,,,,,,,
1873,"book a restaurant  this week for joni, wilda sanders and I in AL",,,this week,,restaurant,,,,,,"joni, wilda sanders and I",,,AL
1874,I need to go to a restaurant a safe distant from the United States,,,,distant,restaurant,,,,,United States,,,,
1875,I need a reservation in Steele City ,,,,,,,,,Steele City,,,,,
1876,Book a table somewhere in Dominica for 2 minutes from now,,,2 minutes from now,,,,,,,Dominica,,,,
1877,Book reservations at Phase 1 in La Jara,,,,,,,,,La Jara,,,,Phase 1,
1878,"book a table for June the thirteenth, 2033 in Saint Barth̩lemy for 6 at an indoor  tea house",,indoor,"June the thirteenth, 2033",,tea house,6,,,,Saint Barth̩lemy,,,,
1879,i want to eat a highly rated  breakfast  restaurant,,,breakfast,,restaurant,,highly rated,,,,,,,
1880,I need a reservation for a party of ten in Algeria .,,,,,,ten,,,,Algeria,,,,
1881,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands,foie gras,,halloween,,restaurant,two,,,,,,,,Northern Mariana Islands
1882,Book me a table at The Restaurant at Meadowood  within the same area in Kentucky,,,,within the same area,,,,,,,,,The Restaurant at Meadowood,Kentucky
1883,I need a restaurant for a party of three,,,,,restaurant,three,,,,,,,,
1884,Book restaurant for party of 7 at a pub in Ford Heights,,,,,pub,7,,,Ford Heights,,,,,
1885,Book a table at a brasserie type restaurant that serves jain for a party of 8,,,,,restaurant,8,,jain,,,,,,
1886,"I want to book a bar in Bow Mar , New Mexico",,,,,bar,,,,Bow Mar,,,,,New Mexico
1887,I want to eat at a brasserie that has internet  near  Greenland at elevenses .,,internet,elevenses,near,brasserie,,,,Greenland,,,,,
1888,Book a reservation for me and my wife at The Middle East in Guernsey,,,,,,,,,,Guernsey,me and my wife,,The Middle East,
1889,I need a reservation for January 9 at a restaurant that serves souvlaki  nearby  Cypress Av for a party of 1,souvlaki,,January 9,nearby,restaurant,1,,,,,,Cypress Av,,
1890,Need table for two in Pleasant City,,,,,,two,,,Pleasant City,,,,,
1891,"book for jessie, dale wright and lupe at a bistro on feb. 20, 2040",,,"feb. 20, 2040",,bistro,,,,,,"jessie, dale wright and lupe",,,
1892,book a spot for 1 at a restaurant this Evening,,,Evening,,restaurant,1,,,,,,,,
1893,I want to book Dinner by Heston Blumenthal in AL .,,,,,,,,,,,,,Dinner by Heston Blumenthal,AL
1894,Book a restaurant for a meal for 4 people.,,,meal,,restaurant,4,,,,,,,,
1895,BOok me a table for 5 at a best rated  restaurant in Italy,,,,,restaurant,5,best rated,,,Italy,,,,
1896,book a table at one o'clock at a bar that has parking,,parking,one o'clock,,bar,,,,,,,,,
1897,book a spot at The Red Onion in San Marino for next week,,,next week,,,,,,,San Marino,,,The Red Onion,
1898,book a table for six at Hubbell House in NE,,,,,,six,,,,,,,Hubbell House,NE
1899,I need a restaurant in Iowa for 0 o'clock,,,0 o'clock,,restaurant,,,,,,,,,Iowa
1900,book a table for three at 0 am at a bar with wifi in Schuyler Lake,,wifi,0 am,,bar,three,,,Schuyler Lake,,,,,
1901,Book a restaurant for one for this month .,,,this month,,restaurant,one,,,,,,,,
1902,book a table at Atlantic Grill in Lofgreen,,,,,,,,,Lofgreen,,,,Atlantic Grill,
1903,I'm looking for the best  bistro that serves mongolian food that has room for two people in Marshall Islands .,,,,,bistro,two,best,mongolian,,Marshall Islands,,,,
1904,book a restaurant for three on feb. 18,,,feb. 18,,restaurant,three,,,,,,,,
1905,Find a pub for me in FM,,,,,pub,,,,,,,,,FM
1906,Book a reservation for a bistro,,,,,bistro,,,,,,,,,
1907,I need a table at a steakhouse in Encino that serves meatcake,meatcake,,,,steakhouse,,,,Encino,,,,,
1908,Book a reservation for bettye and lakeisha jimenez at a bar,,,,,bar,,,,,,bettye and lakeisha jimenez,,,
1909,Book a reservation for seven people at a bar in Kentucky,,,,,bar,seven,,,,,,,,Kentucky
1910,Need a table for a party of 3 in Laos at a Theme restaurant,,,,,,3,,,,Laos,,,Theme restaurant,
1911,Book me a reservation nearby my neighborhood,,,,nearby,,,,,,,,neighborhood,,
1912,Book a table at any restaurant for eight people,,,,,restaurant,eight,,,,,,,,
1913,book for sherry and concepcion in Nunam Iqua at the best  restaurant,,,,,restaurant,,best,,Nunam Iqua,,sherry and concepcion,,,
1914,I have a party of 8 and we want to go to a restaurant that serves croquembouche,croquembouche,,,,restaurant,8,,,,,,,,
1915,Book a table for nine at Canteen Lunch in the Alley at Midnight,,,Midnight,,,nine,,,,,,,Canteen Lunch in the Alley,
1916,I would like to book a food truck with mughlai cuisine in Somalia,,,,,food truck,,,mughlai,,Somalia,,,,
1917,Book a reservation for one at a highly rated  restaurant in Datil,,,,,restaurant,one,highly rated,,Datil,,,,,
1918,"Book a restaurant in Goshenville  PR for October 16, 2038 .",,,"October 16, 2038",,restaurant,,,,Goshenville,,,,,PR
1919,book indian food at a highly rated  pub for 1 for 02:22 pm,,,02:22 pm,,pub,1,highly rated,indian,,,,,,
1920,book me a reservation at a highly rated  tavern in Hornersville,,,,,tavern,,highly rated,,Hornersville,,,,,
1921,"I need a place that serves smelt for a party of 4 , preferably a taverna",smelt,,,,taverna,4,,,,,,,,
1922,I want to book the Black Cat Bar in AR,,,,,,,,,,,,,Black Cat Bar,AR
1923,book at table at Forest Av  restaurant  close-by for 2  1 second from now,,,1 second from now,close-by,restaurant,2,,,,,,Forest Av,,
1924,table for eight at The Berghoff in Sistersville in Jul.,,,Jul.,,,eight,,,Sistersville,,,,The Berghoff,
1925,At 8 AM I want to eat at The Rosebud in the Federated States Of Micronesia,,,8 AM,,,,,,,,,,The Rosebud,Federated States Of Micronesia
1926,I would like to book a brasserie for nine in AR,,,,,brasserie,nine,,,,,,,,AR
1927,book a restaurant  not far from Municipal Borough of Ealing for today,,,today,not far,restaurant,,,,,,,Municipal Borough of Ealing,,
1928,Book the best  close-by  bar in Union City .,,,,close-by,bar,,best,,,,,Union City,,
1929,Book a restaurant  faraway from Albertson  now .,,,now,faraway,restaurant,,,,Albertson,,,,,
1930,"I want to book the distant  downtown  Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn",,,"august the twenty-third, 2025",distant,,,,,,,wilda and jacklyn,downtown,Tribeca Grill,
1931,book a bar in SC in Leonville,,,,,bar,,,,Leonville,,,,,SC
1932,book a spot for 1 at a pub with internet,,internet,,,pub,1,,,,,,,,
1933,"Book a spot for ten in Morris Ranch  SD on nov. the twenty-second, 2023",,,"nov. the twenty-second, 2023",,,ten,,,Morris Ranch,,,,,SD
1934,I want a table for me and my kids in Turkey at a neighboring  restaurant ,,,,neighboring,restaurant,,,,,Turkey,me and my kids,,,
1935,book a spot at a sushis  diner in Minnesota,sushis,,,,diner,,,,,,,,,Minnesota
1936,Book a restaurant that serves vezione verro  one second from now .,vezione verro,,one second from now,,restaurant,,,,,,,,,
1937,I'd like a reservation for Thornbury Castle  three hours from now in NM .,,,three hours from now,,,,,,,,,,Thornbury Castle,NM
1938,"I want to book a restaurant in a distant  ID  spa for lidia, latasha and diann .",,spa,,distant,restaurant,,,,,,"lidia, latasha and diann",,,ID
1939,book a table for 8 in China  16 hours ten minutes and one second from now,,,16 hours ten minutes and one second from now,,,8,,,,China,,,,
1940,Book a reservation for a popular  restaurant in Federated States Of Micronesia,,,,,restaurant,,popular,,,,,,,Federated States Of Micronesia
1941,book a table at Jacob Wirth Restaurant for 8,,,,,,8,,,,,,,Jacob Wirth Restaurant,
1942,Book a table for april twenty-second at a pub which serves creole,,,april twenty-second,,pub,,,creole,,,,,,
1943,Book a reservation for a taverna at Sunrise in Kaanapali,,,Sunrise,,taverna,,,,Kaanapali,,,,,
1944,Book a reservation for four in Cajah's Mountain  in 1 year,,,in 1 year,,,four,,,Cajah's Mountain,,,,,
1945,Book a cafeteria with wifi,,wifi,,,cafeteria,,,,,,,,,
1946,Can I reserve the Khedive Palace  restaurant for aug. fifth in Christina ?,,,aug. fifth,,restaurant,,,,Christina,,,,Khedive Palace,
1947,Find a restaurant in FM that servec quiche ,quiche,,,,restaurant,,,,,,,,,FM
1948,"Book a restaurant in Northern Mariana Islands with kristine, alisha and florine .",,,,,restaurant,,,,,,"kristine, alisha and florine",,,Northern Mariana Islands
1949,Book The Mustard Seed in Turks and Caicos Islands for 9 people.,,,,,,9,,,,Turks and Caicos Islands,,,The Mustard Seed,
1950,I want to book a restaurant,,,,,restaurant,,,,,,,,,
1951,Get me a reservation for two at a restaurant which serves burger .,burger,,,,restaurant,two,,,,,,,,
1952,I want to book a restaurant in Barbados that serves creole .,,,,,restaurant,,,creole,,Barbados,,,,
1953,I need a reservation for five at a top-rated  english  restaurant in Elma,,,,,restaurant,five,top-rated,english,Elma,,,,,
1954,I need a reservation at sunrise for melva and heidi at a local restaurant .,,,sunrise,,restaurant,,,,,,melva and heidi,,,
1955,I want to take me and my crew to the smoking room  restaurant,,smoking room,,,restaurant,,,,,,me and my crew,,,
1956,need a table at Colony in Sri Lanka  next year,,,next year,,,,,,,Sri Lanka,,,Colony,
1957,book a spot at Rimsky-Korsakoffee House in Mackville,,,,,,,,,Mackville,,,,Rimsky-Korsakoffee House,
1958,Book a brazilian  diner for 9 that's highly rated  within the same area as Comoros,,,,within the same area,diner,9,highly rated,brazilian,,Comoros,,,,
1959,Book reservation at a restaurant in South Mills  MT for one at 07:07,,,07:07,,restaurant,one,,,South Mills,,,,,MT
1960,"Book a restaurant with a pool  far from robbie's hostel for me, chandra and noelle at nine PM .",,pool,nine PM,far,restaurant,,,,,,"me, chandra and noelle",robbie's hostel,,
1961,I'd like to go to a restaurant in French Polynesia,,,,,restaurant,,,,,French Polynesia,,,,
1962,I would like to book a restaurant in Singapore for nine  in 19 hours and 1 second ,,,in 19 hours and 1 second,,restaurant,nine,,,,Singapore,,,,
1963,Book a restaurant for one person at three pm,,,three pm,,restaurant,one,,,,,,,,
1964,book a spot at a coffeehouse in New York with wifi at 8 pm,,wifi,8 pm,,coffeehouse,,,,,,,,,New York
1965,Can you get seating for 1 person at a cafeteria in Pauls Crossroads,,,,,cafeteria,1,,,Pauls Crossroads,,,,,
1966,I need a table at The Apple Pan for reva and bernadine,,,,,,,,,,,reva and bernadine,,The Apple Pan,
1967,I want a reservation for 11:16:07 at The Fort in South Carolina .,,,11:16:07,,,,,,,,,,The Fort,South Carolina
1968,I would like to book a highly rated  brasserie with souvlaki  neighboring  LA  next week ,,,next week,neighboring,brasserie,,highly rated,souvlaki,,,,,,LA
1969,Book a table for 3 at a top-rated  restaurant .,,,,,restaurant,3,top-rated,,,,,,,
1970,Book a restaurant in Kamrar for midday .,,,midday,,restaurant,,,,Kamrar,,,,,
1971,Book a bistro in New Zealand  in 119 and a half days .,,,in 119 and a half days,,bistro,,,,,New Zealand,,,,
1972,Book a brasserie restaurant at 18:28 and order wings .,wings,,18:28,,brasserie restaurant,,,,,,,,,
1973,Book a reservation for my babies and I,,,,,,,,,,,my babies and I,,,
1974,Book a reservation for a restaurant  not far from MA,,,,not far,restaurant,,,,,,,,,MA
1975,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,,,,within walking distance,restaurant,,,,,Tanzania,my mom and I,,,
1976,Book a reservation for an oyster bar,,,,,oyster bar,,,,,,,,,
1977,Book a reservation for 6 people for a creole  tavern in Montenegro,,,,,tavern,6,,creole,,Montenegro,,,,
1978,I need a table in Sacaton at a gluten free  restaurant,,,,,restaurant,,,gluten free,Sacaton,,,,,
1979,book sot for me and my grandfather  nearby  West Reading,,,,nearby,,,,,,,me and my grandfather,West Reading,,
1980,"Book me and my nieces a reservation for a seafood  restaurant in Cle Elum , NE on ascension day",seafood,,ascension day,,restaurant,,,,Cle Elum,,me and my nieces,,,NE
1981,book spot for two at City Tavern,,,,,,two,,,,,,,City Tavern,
1982,I want to book a brasserie for 3 people in Netherlands Antilles .,,,,,brasserie,3,,,,Netherlands Antilles,,,,
1983,Book me a reservation for the best  bistro,,,,,bistro,,best,,,,,,,
1984,book the best table in Tanzania for 5 people at a diner,,,,,diner,5,best,,,Tanzania,,,,
1985,I want to book a joint in a spa .,,spa,,,joint,,,,,,,,,
1986,book a gastropub that serves turkish food for 4 people,,,,,gastropub,4,,turkish,,,,,,
1987,book spot for 7 at an indoor  restaurant in MP  now,,indoor,now,,restaurant,7,,,,,,,,MP
1988,book a table in Fiji for zero a.m,,,zero a.m,,,,,,,Fiji,,,,
1989,I want to book a restaurant for five people in Sri Lanka .,,,,,restaurant,five,,,,Sri Lanka,,,,
1990,I need a table for 5 at a highly rated  gastropub in Concord  MN,,,,,gastropub,5,highly rated,,Concord,,,,,MN
1991,I want to book Oregon Electric Station in North City .,,,,,,,,,North City,,,,Oregon Electric Station,
1992,I need a table for 4 ; please confirm the reservation.,,,,,,4,,,,,,,,
1993,Book a popular  restaurant for 5 people,,,,,restaurant,5,popular,,,,,,,
1994,I want to book a joint  close by the naomi's hostel for a meal for 8 people.,,,meal,close by,joint,8,,,,,,naomi's hostel,,
1995,I want to eat a delicatessen  in thirteen hours that serves eastern european food,,,in thirteen hours,,delicatessen,,,eastern european,,,,,,
1996,Book a reservation for nine people at a bakery in Nunez,,,,,bakery,nine,,,Nunez,,,,,
1997,Book a reservation at tavern for noodle,noodle,,,,tavern,,,,,,,,,
1998,book spot for 4 in Somalia,,,,,,4,,,,Somalia,,,,
1999,I want to book Albany Pump Station in Buckholts  Washington  now for a party of 9 .,,,now,,,9,,,Buckholts,,,,Albany Pump Station,Washington
2000,I want to book a taverna in Archer City for this spring for nine people.,,,this spring,,taverna,nine,,,Archer City,,,,,
2001,I want to book a top-rated  brasserie for 7 people.,,,,,brasserie,7,top-rated,,,,,,,
2002,"Book a reservation for 8 people in Wardville , Kansas",,,,,,8,,,Wardville,,,,,Kansas
