,text,playlist,entity_name,music_item,playlist_owner,artist
1877,Put Conway Twitty in the This Is Tchaikovsky playlist.,This Is Tchaikovsky,,,,Conway Twitty
1878,add joshua radin to my playlist called Futuros Hits,Futuros Hits,,,my,joshua radin
1879,Add Art Garfunkel to the Chill Tracks playlist.,Chill Tracks,,,,Art Garfunkel
1880,Add bryan gregory to the playlist Emily Dickinson ,Emily Dickinson,,,,bryan gregory
1881,Add another song to my  this is status quo playlist.,this is status quo,,song,my,
1882,add the album to my  sleep playlist,sleep,,album,my,
1883,add Run Rudolph Run to my  rockin' playlist,rockin',Run Rudolph Run,,my,
1884,Would you put hammer onto the lunch playlist?,lunch,hammer,,,
1885,Put something by Noah Wuv Bernardo on my  Humor playlist,Humor,,,my,Noah Wuv Bernardo
1886,Find focus now list and add eylem to my playlist,focus now,,,my,eylem
1887,add this Eric Weissberg  song to my  Dance Workout,Dance Workout,,song,my,Eric Weissberg
1888,add Rak biszewilo to my playlist named Jazz,Jazz,Rak biszewilo,,my,
1889,put this tune on Guest List TaKe,Guest List TaKe,,tune,,
1890,Add Fear and Bullets to my  Chill Tracks playlist.,Chill Tracks,Fear and Bullets,,my,
1891,I'd like to put duett onto my  hot country playlist.,hot country,duett,,my,
1892,Add r u still in 2 it to the under the surface playlist,under the surface,r u still in 2 it,,,
1893,add this song by George Melly to my  90's Baby Makers playlist,90's Baby Makers,,song,my,George Melly
1894,"Add sugarolly days to my list, your favorite slaughterhouse",your favorite slaughterhouse,sugarolly days,,my,
1895,Add this tune to my  This Is Luis Fonsi playlist,This Is Luis Fonsi,,tune,my,
1896,Include in my dreams in the this is new edition playlist.,this is new edition,in my dreams,,,
1897,Add future to This Is Al Green,This Is Al Green,future,,,
1898,add steve winwood to my playlist old school metal,old school metal,,,my,steve winwood
1899,Add another song to the acoustic soul playlist.,acoustic soul,,song,,
1900,Add el pavo dustin to viajes,viajes,,,,el pavo dustin
1901,add The Muppet Show 2 to my  party through the decades,party through the decades,The Muppet Show 2,,my,
1902,add j p pickens to chill out playlist,chill out,,,,j p pickens
1903,add Monster Monster to my  throwback thursday playlist,throwback thursday,Monster Monster,,my,
1904,Add this track to the playlist kickass metal,kickass metal,,track,,
1905,add song to punk playlist,punk,,song,,
1906,Add changes & things to hot 50 playlist,hot 50,changes & things,,,
1907,Add george baker to hiphop hot 50,hiphop hot 50,,,,george baker
1908,Add this album ny bill callahan to my  Mi Casa Es La Tuya Playlist Oficial list.,Mi Casa Es La Tuya Playlist Oficial,,album,my,bill callahan
1909,Add the artist  LeAnn Rimes to the Women of Indie playlist.,Women of Indie,,artist,,LeAnn Rimes
1910,add sam sparro to my playlist called Beach Vibes,Beach Vibes,,,my,sam sparro
1911,edit Aux Cord Privileges playlist by putting this tune on it,Aux Cord Privileges,,tune,,
1912,add Tim Ryan to my  Grime Shutdown playlist,Grime Shutdown,,,my,Tim Ryan
1913,Can you put this tune onto erin's  house afterwork playlist?,house afterwork,,tune,erin's,
1914,Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre ?,Old Enough To Enjoy This,,,,Martin Barre
1915,Add artist to Latin Pop Hits,Latin Pop Hits,,artist,,
1916,play used to love her to my  this is animal collective playlist,this is animal collective,used to love her,,my,
1917,Add Guy Warren to my  bossa nova dinner playlist.,bossa nova dinner,,,my,Guy Warren
1918,Add arthur russell to my  Women of Disco playlist.,Women of Disco,,,my,arthur russell
1919,add Francesco De Gregori to my  classical new releases spotify picks playlist,classical new releases spotify picks,,,my,Francesco De Gregori
1920,Play Suus to my  the funny thing about football is playlist,the funny thing about football is,Suus,,my,
1921,Add outside the dream syndicate to millicent's  fresh electronic playlist,fresh electronic,outside the dream syndicate,,millicent's,
1922,Add this tune to the Duetos playlist,Duetos,,tune,,
1923,put playa fly onto my  2010 Decade playlist,2010 Decade,,,my,playa fly
1924,add that was only yesterday the last ep to my  Afternoon Train Ride playlist,Afternoon Train Ride,that was only yesterday the last ep,,my,
1925,I want to put this artist in Mellowed Out Gaming,Mellowed Out Gaming,,artist,,
1926,Add a rachael price  album to TODO EDM,TODO EDM,,album,,rachael price
1927,Put Strange Days onto the Fusion Fest playlist.,Fusion Fest,Strange Days,,,
1928,add this track to my  flamenco pa ti,flamenco pa ti,,track,my,
1929,add Philip Labonte to Women of R&B playlist,Women of R&B,,,,Philip Labonte
1930,add Kisaki to Family Road Trip playlist,Family Road Trip,,,,Kisaki
1931,add Volver to my  pop gaming playlist,pop gaming,Volver,,my,
1932,put Ramy Ayach on Latin Pop Rising,Latin Pop Rising,,,,Ramy Ayach
1933,Add the current artist to my  sxsw latin,sxsw latin,,artist,my,
1934,add tune to my  country playlist,country,,tune,my,
1935,Put nothing remains the same on my  summer music playlist,summer music,nothing remains the same,,my,
1936,add flying to my  Women of Rock playlist,Women of Rock,flying,,my,
1937,I'd like to put RyÅ Yamazaki onto my  sylvia plath playlist.,sylvia plath,RyÅ Yamazaki,,my,
1938,add sweets edison to relaxing playlist,relaxing,,,,sweets edison
1939,Add ana carolina to chill,chill,,,,ana carolina
1940,Add decade in the sun best of stereophonics to laundry .,laundry,decade in the sun best of stereophonics,,,
1941,add artist to my  friendesemana playlist,friendesemana,,artist,my,
1942,I'd like to have this track onto my  Classical Relaxations playlist.,Classical Relaxations,,track,my,
1943,Add the album to my  Flow EspaÃ±ol playlist.,Flow EspaÃ±ol,,album,my,
1944,add digging now to my  Young at Heart playlist,digging now,Young at Heart,,my,
1945,add this song by Too Poetic to my  Piano Ballads playlist,Piano Ballads,,song,my,Too Poetic
1946,Add this album to Old School Death Metal,Old School Death Metal,,album,,
1947,I need to add baro ferret to the Urban Hits under my name,Urban Hits,,,my,baro ferret
1948,Add the album to the Might and Myth Power Metal playlist.,Might and Myth Power Metal,,album,,
1949,"To the travelling playlist, please add this David Gahan  song .",travelling,,song,,David Gahan
1950,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,Fiesta Hits con Lali,,,my,Pete Townshend
1951,I'd like for Kasey Chambers 's tune to be an addition to my  Chips and Salsa playlist.,Chips and Salsa,,tune,my,Kasey Chambers
1952,Add Recalled to Life to This Is Alejandro FernÃ¡ndez,This Is Alejandro FernÃ¡ndez,Recalled to Life,,,
1953,add nuba to my  Metal Party playlist,Metal Party,nuba,,my,
1954,Add jo stafford music to the workout twerkout playlist,workout twerkout,,,,jo stafford
1955,Put Jean Philippe Goncalves onto my  running to rock 170 to 190 bpm .,running to rock 170 to 190 bpm,,,my,Jean Philippe Goncalves
1956,Add the song  virales de siempre by the cary brothers to my gym playlist.,virales de siempre,,song,my,cary brothers
1957,"Onto jerry's  Classical Moments in Movies , please add the album .",Classical Moments in Movies,,album,jerry's,
1958,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight CafÃ©,Folk Music At The Gaslight CafÃ©,Beyond the Valley of 1984,,,
1959,"Add Jerry Calliste, Jr to my  Te quiero playlist.",Te quiero,,,my,"Jerry Calliste, Jr"
1960,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,The Sleep Machine Waterscapes,,,,porter wagoner
1961,Add the artist  mike to the Sexy as Folk playlist.,Sexy as Folk,,artist,,mike
1962,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,Top 100 Alternative Tracks on Spotify,Brazilian Flag Anthem,,,
1963,Add Andy Hunter to my  Evening Commute playlist.,Evening Commute,,,my,Andy Hunter
1964,Put petar georgiev kalica onto the Old School Hip Hop playlist.,Old School Hip Hop,,,,petar georgiev kalica
1965,Can you add Larry Heard to my  laundry playlist?,laundry,,,my,Larry Heard
1966,Put Vandemataram Srinivas 's track onto HipHop Hot 50 .,HipHop Hot 50,,track,,Vandemataram Srinivas
1967,Add millie corretjer to the rhythm playlist,the rhythm,,,,millie corretjer
1968,Add give us rest to my  70s Smash Hits playlist.,70s Smash Hits,give us rest,,my,
1969,add this track to my  Hands Up playlist,Hands Up,,track,my,
1970,I'd like for you to add bobby brown to my  enamorÃ¡ndose playlist.,enamorÃ¡ndose,,,my,bobby brown
1971,add Jonathan Sprout  album to my  this is miranda lambert playlist,this is miranda lambert,,album,my,Jonathan Sprout
1972,add ireland in the junior eurovision song contest 2015 to my  Jazzy Dinner playlist,Jazzy Dinner,ireland in the junior eurovision song contest 2015,,my,
1973,Add the album to the The Sweet Suite playlist.,The Sweet Suite,,album,,
1974,Add sarah slean to my playlist Mellowed Out Gaming,Mellowed Out Gaming,,,my,sarah slean
1975,Add this album to the Spanish Beat playlist,Spanish Beat,,album,,
1976,Add lofty fake anagram to the la mejor mÃºsica de bso playlist.,la mejor mÃºsica de bso,lofty fake anagram,,,
1977,Add the track to the work playlist.,work,,track,,
1978,Add a song to this is racionais mc's,this is racionais mc's,,song,,
1979,add track in my playlist called Hands Up,Hands Up,,track,my,
1980,Can you put this song from Yutaka Ozaki onto my  this is miles davis playlist?,this is miles davis,,song,my,Yutaka Ozaki
1981,Add a track to playlist Cena con Amigos,Cena con Amigos,,track,,
1982,Add The Famous Flower of Serving-Men to my  evening acoustic playlist.,evening acoustic,The Famous Flower of Serving-Men,,my,
1983,Add a song to Indie Hipster,Indie Hipster,,song,,
1984,Add the 40 cal  tune to the laundry playlist.,laundry,,tune,,40 cal
1985,Add the album to my  Perfect Concentration playlist.,Perfect Concentration,,album,my,
1986,Add the Matt Murphy  tune to the Flow EspaÃ±ol playlist.,Flow EspaÃ±ol,,tune,,Matt Murphy
1987,add A Very Cellular Song to masters of metal playlist,masters of metal,A Very Cellular Song,,,
1988,Can I put this tune onto my  sin estrÃ©s playlist?,sin estrÃ©s,,tune,my,
1989,I'd like to add jordan rudess onto the Divertido para niÃ±os playlist.,Divertido para niÃ±os,,,,jordan rudess
1990,Add kent james to the disney soundtrack.,disney,,,,kent james
1991,Add the artist  Adam Deibert to my  Perfect Concentration playlist.,Perfect Concentration,,artist,my,Adam Deibert
1992,Can you put the artist  Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,Chill Out Music,,artist,,Giovanni Giacomo Gastoldi
1993,Add the album to the hot 50 playlist.,hot 50,,album,,
1994,add the artist  Pete Murray to my  relaxing playlist,relaxing,,artist,my,Pete Murray
1995,Add the track to the drum & breaks playlist.,drum & breaks,,track,,
1996,For my  fantastic workout can you add sara bareilles ?,fantastic workout,,,my,sara bareilles
1997,Add the boy george  track to the Emo Forever playlist.,Emo Forever,,track,,boy george
1998,Add Ted Heath to the road trip playlist.,road trip,,,,Ted Heath
1999,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years ?,black sabbath the dio years,last of the ghetto astronauts,,,
2000,Add this artist to Showstopper Being Mary Jane,Showstopper Being Mary Jane,,artist,,
2001,put the artist onto Top Latin Alternative .,Top Latin Alternative,,artist,,
2002,Add Michael Wittig music to Country Icon playlist,Country Icon,,,,Michael Wittig
2003,add Highway Patrolman in my playlist this is al green,this is al green,Highway Patrolman,,my,
2004,Add Richard McNamara newest song to the Just Smile playlist,Just Smile,,song,,Richard McNamara
2005,Add Annesley Malewana  album to playlist indietronic,indietronic,,album,,Annesley Malewana
2006,Add the artist to my  dishwashing playlist.,dishwashing,,artist,my,
2007,Add this artist to fairy tales playlist,fairy tales,,artist,,
2008,add Muzika za decu to my  Crash Course playlist,Crash Course,Muzika za decu,,my,
2009,Add a derek watkins  tune to This Is Johnny Cash,This Is Johnny Cash,,tune,,derek watkins
2010,Add our little corner of the world music from gilmore girls to my  The Funny Thing About Football Is playlist.,The Funny Thing About Football Is,our little corner of the world music from gilmore girls,,my,
2011,add the current track to my  This Is Tchaikovsky playlist,This Is Tchaikovsky,,track,my,
2012,Put abe laboriel onto the Escapada playlist.,Escapada,,,,abe laboriel
2013,add abacab to beryl's  party on fridays playlist,party on fridays,abacab,,beryl's,
2014,Please add this track by Paul McGuigan to the Deep House playlist.,Deep House,,track,,Paul McGuigan
2015,can you add the current tune to my  Calm before the storm playlist,Calm before the storm,,tune,my,
2016,Please add The image of you to my playlist Crate Diggers Anonymous,Crate Diggers Anonymous,The image of you,,my,
2017,Add a track to Jazzy Dinner,Jazzy Dinner,,track,,
2018,Add the album to the Hipster Soul playlist.,Hipster Soul,,album,,
2019,add this tune to my  Sleepify playlist,Sleepify,,tune,my,
2020,Add jack white to my playlist This Is Shakira,This Is Shakira,,,my,jack white
2021,add tommy johnson to The MetalSucks Playlist,The MetalSucks Playlist,,,,tommy johnson
2022,Add the chris clark  tune to my  women of the blues playlist.,women of the blues,,tune,my,chris clark
2023,Add an artist to Jukebox Boogie Rhythm & Blues,Jukebox Boogie Rhythm & Blues,,artist,,
2024,add this artist to my  Electronic Bliss playlist,Electronic Bliss,,artist,my,
2025,I need to add to my  Infinite Indie Folk list the works of Rahim Shah,Infinite Indie Folk,,,my,Rahim Shah
2026,Add martin barre to my  punk unplugged playlist.,punk unplugged,,,my,martin barre
2027,add tierney sutton to my  Novedades Viernes SudamÃ©rica playlist,Novedades Viernes SudamÃ©rica,,,my,tierney sutton
2028,Add this tune to dorthy's  80's party playlist,80's party,,tune,dorthy's,
2029,A Very Cellular Song needs to be added to my  masters of metal playlist,masters of metal,A Very Cellular Song,,my,
2030,Add Toyan to my  Epic Gaming playlist.,Epic Gaming,,,my,Toyan
2031,Add the song to the Mac 'N Cheese playlist.,Mac 'N Cheese,,song,,
2032,add this artist to my  spotlight on country 2016 playlist,spotlight on country 2016,,artist,my,
2033,Add a song to my playlist madden nfl 16,madden nfl 16,,song,my,
2034,Add emilie autumn to my  NaÃ§Ã£o Reggae playlist.,NaÃ§Ã£o Reggae,,,my,emilie autumn
2035,add Farhad Darya songs in virales de siempre,virales de siempre,,,,Farhad Darya
2036,add a song in my  All Out 60s,All Out 60s,,song,my,
2037,add we have a theme song to my  House Afterwork playlist,House Afterwork,we have a theme song,,my,
2038,add the song to my  We Everywhere playlist,We Everywhere,,song,my,
2039,Add Roel van Velzen to my  party of the century playlist.,party of the century,,,my,Roel van Velzen
2040,Add the artist to the political punks playlist.,political punks,,artist,,
