,text,timeRange,spatial_relation,geographic_poi,city,country,condition_description,current_location,condition_temperature,state
1925,"What will the weather be within the same area in Minnesota on June 27th, 2023 ?","June 27th, 2023",within the same area,,,,,,,Minnesota
1926,weather in one minute in Norfolk Island,in one minute,,,,Norfolk Island,,,,
1927,What is the weather one second from now in Blue Ridge Berryessa Natural Area,one second from now,,Blue Ridge Berryessa Natural Area,,,,,,
1928,On April 2nd what will the weather be here,April 2nd,,,,,,here,,
1929,What is the weather forecast in six weeks in LA,in six weeks,,,,,,,,LA
1930,Is it likely to be warm in Rush Hill ?,,,,Rush Hill,,,,warm,
1931,Will it be sunny in Corcovado  Indonesia ?,,,,Corcovado,Indonesia,sunny,,,
1932,Is it supposed to hail in Rosenberg in the French Polynesia,,,,Rosenberg,French Polynesia,hail,,,
1933,What's the weather forecast for here on Jul. 23 ?,Jul. 23,,,,,,here,,
1934,What is the weather for Charlotte Hall  Saint Kitts and Nevis,,,,Charlotte Hall,Saint Kitts and Nevis,,,,
1935,what is the thursday forecast for Akers  New Hampshire,thursday,,,Akers,,,,,New Hampshire
1936,Will it be chilly  around  Kingsley Common on jan. 9 ?,jan. 9,around,Kingsley Common,,,,,chilly,
1937,forecast for Serbia,,,,,Serbia,,,,
1938,Is it forecast to be chillier  around  Texas ?,,around,,,,,,chillier,Texas
1939,What is the weather forecast for Midnight in DC ?,Midnight,,,,,,,,DC
1940,at ten am what will the weather be like nearby in Cyprus,ten am,nearby,,,Cyprus,,,,
1941,Tell me the weather forecast for Mokena,,,,Mokena,,,,,
1942,Is it warm in Fernley ?,,,,Fernley,,,,warm,
1943,Will there be a blizzard in Egypt on Jul. 3 ?,Jul. 3,,,,Egypt,blizzard,,,
1944,"what is the weather forecast for WA on september 11, 2021","september 11, 2021",,,,,,,,WA
1945,What's the weather in Gabon,,,,,Gabon,,,,
1946,Weather forecast for snowstorm on Feb. fourth in Virgin Islands,Feb. fourth,,,,,snowstorm,,,Virgin Islands
1947,Will there be a blizzard in North Carolina,,,,,,blizzard,,,North Carolina
1948,How hot is it in Pesotum,,,,Pesotum,,,,hot,
1949,Is there snowfall in Hineston  New Hampshire,,,,Hineston,,snowfall,,,New Hampshire
1950,What's the weather like at Sunset Hills,,,,Sunset Hills,,,,,
1951,Weather for Notasulga at elevenses,elevenses,,,Notasulga,,,,,
1952,I need to know the weather at the Queen Elizabeth National Park,,,Queen Elizabeth National Park,,,,,,
1953,What will the weather be like on November the twelfth in Appleby ?,November the twelfth,,,Appleby,,,,,
1954,Is it windy in Telogia,,,,Telogia,,windy,,,
1955,"Is it chilly in Henrieville , Oman",,,,Henrieville,Oman,,,chilly,
1956,Is it humid in Otsego  RÃ©union,,,,Otsego,RÃ©union,humid,,,
1957,what will the weather be like in Russia in one hour from now,one hour from now,,,,Russia,,,,
1958,Show the forecast for Moonlight Beach at 10/4/2021,10/4/2021,,Moonlight Beach,,,,,,
1959,Book a restaurant on June the fifth in Cavour .,June the fifth,,,Cavour,,,,,
1960,Is it supposed to be hotter  today in IL,today,,,,,,,hotter,IL
1961,What's the weather forecast for the Dominican Republic,,,,,Dominican Republic,,,,
1962,"What's the weather forecast for neighboring  Delft National Park on aug. the 8th, 2028","aug. the 8th, 2028",neighboring,Delft National Park,,,,,,
1963,Will there be a blizzard in Woodmere,,,,Woodmere,,blizzard,,,
1964,Is it going to be hotter  within walking distance of Ohio on 3/22/2038,3/22/2038,within walking distance,,,,,,hotter,Ohio
1965,Tell me what the weather is here,,,,,,,here,,
1966,What is the weather nearby  Bermuda  a week from now ,a week from now,nearby,,,Bermuda,,,,
1967,at 7 pm what will the weather be in Iceland,7 pm,,,,Iceland,,,,
1968,Will the wind die down at my current location by supper time?,supper,,,,,wind,current location,,
1969,"What is the weather forecast tomorrow in French , UT ?",tomorrow,,,French,,,,,UT
1970,Is it going to be snowy in Ochopee  Massachusetts ?,,,,Ochopee,,snowy,,,Massachusetts
1971,is it going to be windy  faraway from the Valley of Fire,,faraway,Valley of Fire,,,windy,,,
1972,will the weather conditions be temperate and pleasant in Togo,,,,pleasant,Togo,,,temperate,
1973,Will it be chillier in Uruguay  in 213 days ?,in 213 days,,,,Uruguay,,,chillier,
1974,Is it chilly on oct. 19th in IL,oct. 19th,,,,,,,chilly,IL
1975,Is it temperate in the current location  now,now,,,,,,current location,temperate,
1976,Will there be snowfall  faraway from Robinson Forest,,faraway,Robinson Forest,,,snowfall,,,
1977,Tell me the weather forecast for here  in seven years,in seven years ,,,,,,here,,
1978,will there be snowfall in Pacific Beach  Suriname,,,,Pacific Beach,Suriname,snowfall,,,
1979,What's the weather at zero PM in Papeton  Montserrat,zero PM,,,Papeton,Montserrat,,,,
1980,What's the weather in Low Moor,,,,Low Moor,,,,,
1981,What will the weather be like this tuesday in the area neighboring  Rendezvous Mountain Educational State Forest ?,this tuesday,neighboring,Rendezvous Mountain Educational State Forest,,,,,,
1982,will it be stormy in Charleston,,,,Charleston,,stormy,,,
1983,What's the weather forecast for Austin  Liechtenstein,,,,Austin,Liechtenstein,,,,
1984,What's the weather forecast for 8 hours from now in Cape Verde ?,8 hours from now,,,,Cape Verde,,,,
1985,"what is the forecast for the current place for sun on january sixth, 2028  within walking distance","january sixth, 2028",within walking distance,,,,sun,current place,,
1986,Weather for Cougar Canyon Wilderness,,,Cougar Canyon Wilderness,,,,,,
1987,what is the cold forecast for our current position,,,,,,,current position,cold,
1988,What is the weather in the Falkland Islands,,,,,Falkland Islands,,,,
1989,What will the weather be like in 1 minute in my current position,in 1 minute,,,,,,current position,,
1990,"Will it be windy in Breaux Bridge , Turks and Caicos Islands  eleven hours from now ?",eleven hours from now,,,Breaux Bridge,Turks and Caicos Islands,windy,,,
1991,"Is it going to be hot on Oct. the 8th, 2020 in the neighboring  Greenland  area","Oct. the 8th, 2020",area,,,Greenland,,,hot,
1992,Is it going to be warmer in Town Kelloe Bank ?,,,Town Kelloe Bank,,,,,warmer,
1993,"what is the forecast for Bonner starting oct. 24th, 2025 for Argentina","oct. 24th, 2025",,,Bonner,Argentina,,,,
1994,On jan. the twentieth what will it feel like in CT or the area not far from it,jan. the twentieth,not far,,,,,,,CT
1995,What's the forecast for Lake Ilo National Wildlife Refuge,,,Lake Ilo National Wildlife Refuge,,,,,,
1996,"What is the weather supposed to be like on Sep. 20 in Maltby , Russia",Sep. 20,,,Maltby,Russia,,,,
1997,Will it get warmer by 5 am in Washington ?,5 am,,,,,,,warmer,Washington
1998,"Tell me the weather forecast for Lecanto , Georgia",,,,Lecanto,,,,,Georgia
1999,"What is the weather forecast for my current spot on Jan. third, 2036","Jan. third, 2036",,,,,,current spot,,
2000,What will the weather be faraway from here ?,,faraway,,,,,here,,
2001,Will there be fog in Tahquamenon Falls State Park ?,,,Tahquamenon Falls State Park,,,fog,,,
2002,Tell me the weather forecast for Gibsland,,,,Gibsland,,,,,
2003,Is there a storm  now in NC ?,now,,,,,storm,,,NC
2004,What will the weather be in Monument of Lihula on december the 5th ?,december the 5th,,Monument of Lihula,,,,,,
2005,Weather next year in Dominica,next year,,,,Dominica,,,,
2006,When will it be hot  here,,,,,,,here,hot,
2007,What will the weather be in 1 day in Kuwait ?,in 1 day,,,,Kuwait,,,,
2008,What kind of weather will be in Ukraine  one minute from now ?,one minute from now,,,,Ukraine,,,,
2009,humidity in Olvey  New Hampshire,,,,Olvey,,humidity,,,New Hampshire
2010,What's the weather going to be in UT ?,,,,,,,,,UT
2011,"humidity  not far from Colorado City on November the 7th, 2024","November the 7th, 2024",not far,,Colorado City,,humidity,,,
2012,What is the forecast for Wyoming at Stanardsville during the storm,,,,Stanardsville,,storm,,,Wyoming
2013,What will the weather be in North Carolina ?,,,,,,,,,North Carolina
2014,what is the forecast starting 11 weeks from now  nearby the state of Wisconsin,11 weeks from now,nearby,,,,,,,Wisconsin
2015,Will it be rainy at Sunrise in Ramey  Saudi Arabia ?,Sunrise,,,Ramey,Saudi Arabia,rainy,,,
2016,Check the forecast for Nebraska .,,,,,,,,,Nebraska
2017,Will it be warmer in North Korea at nineteen o'clock,nineteen o'clock,,,,North Korea,,,warmer,
2018,Let me know the weather forecast around ten Pm  faraway from here in Park Narodowy Brimstone Hill Fortress .,ten Pm,faraway,Park Narodowy Brimstone Hill Fortress,,,,here,,
2019,Will it be stormy in the Ouachita National Forest ?,,,Ouachita National Forest,,,stormy,,,
2020,"Tell me if it will be snowy  8 hours from now in Mount Airy , VI",8 hours from now,,,Mount Airy,,snowy,,,VI
2021,What will the weather be nineteen hours from now  neighboring  Saint Kitts and Nevis ?,nineteen hours from now,neighboring,,,Saint Kitts and Nevis,,,,
2022,Will there be hail on 11/12/2036 in Singapore,11/12/2036,,,,Singapore,hail,,,
2023,Will it be colder  here  in 48 and a half weeks,in 48 and a half weeks,,,,,,here,colder,
2024,What's the weather going to be in Knobel ?,,,,Knobel,,,,,
2025,"What will the weather be in Dane on sep. the fifth, 2030 ?","sep. the fifth, 2030",,,Dane,,,,,
2026,What will the weather be in Ohio ?,,,,,,,,,Ohio
2027,I need to know the weather for Jan. the 3rd in Mexico when I go to Port Vue,Jan. the 3rd,,,Port Vue,Mexico,,,,
2028,what is the forecast for Åtone Prefectural Natural Park  in 1 hour and within the same area,in 1 hour,within the same area,Åtone Prefectural Natural Park,,,,,,
2029,What kind of weather is forecast around one pm near  Vatican ?,one pm,near,,,Vatican,,,,
2030,Will it be chilly in Weldona ?,,,,Weldona,,,,chilly,
2031,Will it be colder in Virgin Islands National Park ?,,,Virgin Islands National Park,,,,,colder,
2032,Will it be hot at 13:19 in De Funiak Springs  Serbia and Montenegro ?,13:19,,,De Funiak Springs,Serbia and Montenegro,,,hot,
2033,What is the weather going to be like in Virginia on st. patrick's day ?,st. patrick's day,,,,,,,,Virginia
2034,Weather in Kaneville  Maryland,,,,Kaneville,,,,,Maryland
2035,When is sunrise for AR,sunrise,,,,,,,,AR
2036,"What will the weather be not far from here on October the nineteenth, 2026 ?","October the nineteenth, 2026",not far,,,,,here,,
2037,what is the forecast for Waurika in Samoa,,,,Waurika,Samoa,,,,
2038,Tell me the weather forecast here,,,,,,,here,,
2039,What is the weather forecast nearby  Nicodemus,,nearby,,Nicodemus,,,,,
2040,What will the weather be in nov. in Brookneal ?,nov.,,,Brookneal,,,,,
2041,Will it be colder  four months from now in Suwanee  AK,four months from now,,,Suwanee,,,,colder,AK
2042,What is the weather forecast for Burundi,,,,,Burundi,,,,
2043,What's the weather in Benton City ?,,,,Benton City,,,,,
2044,"What will the weather be in KY on Oct. 16, 2036 ?","Oct. 16, 2036",,,,,,,,KY
2045,"Will the sun be out in 1 minute in Searcy , Uganda",in 1 minute,,,Searcy,Uganda,sun,,,
2046,what is the weather here,,,,,,,here,,
2047,What will the weather be one second from now in Chad ?,one second from now,,,,Chad,,,,
2048,What kind of weather is forecast in MS  now ?,now,,,,,,,,MS
2049,what is the forecast for LA for freezing ,,,,,,,,freezing,LA
2050,how cold will it be here  in 1 second ,in 1 second,,,,,,here,cold,
2051,what is the forecast for hotter weather at Southford Falls State Park,,,Southford Falls State Park,,,,,hotter,
2052,"what is the overcast forecast for the current position starting on jul. 19, 2030","jul. 19, 2030",,,,,overcast,current position,,
2053,"what is the forecast for Morocco at Lake Ozark on December seventeenth, 2022","December seventeenth, 2022",,,Lake Ozark,Morocco,,,,
2054,What will the humidity be in the current spot at 15:19:29 ?,15:19:29,,,,,humidity,current spot,,
2055,what is the forecast in Nicodemus and nearby,,nearby,,Nicodemus,,,,,
2056,What is the weather going to be like in Benton  Colorado  in 2 and a half months,in 2 and a half months,,,Benton,,,,,Colorado
2057,What's the weather forecast for Bothe-Napa Valley State Park  close by  february 20 ?,february 20,close by,Bothe-Napa Valley State Park,,,,,,
2058,what is the forecast for beginning on nov. 17 for Franklinville,nov. 17,,,Franklinville,,,,,
2059,what's the forecast for sep. 26 in Emerado  Saint Pierre and Miquelon,sep. 26,,,Emerado,Saint Pierre and Miquelon,,,,
2060,"Will there be a blizzard  next winter in Visalia , Idaho",next winter,,,Visalia,,blizzard,,,Idaho
2061,"Will it be warmer in the District Of Columbia on may 25, 2033 ?","may 25, 2033",,,,,,,warmer,District Of Columbia
2062,What will the weather be here on dec. 7th ?,dec. 7th,,,,,,here,,
2063,what is the forecast for colder temps beginning on Law Day  here,Law Day,,,,,,here,colder,
2064,"What's the weather like in Tyonek , New Jersey",,,,Tyonek,,,,,New Jersey
2065,what is the forecast for here for blizzard conditions at five pm,five pm,,,,,blizzard,here,,
2066,Will there be a storm in Gibsonia at 8 p.m ?,8 p.m,,,Gibsonia,,storm,,,
2067,what is the cold condition of our current position for tomorrow,tomorrow,,,,,,current position,cold,
2068,What will the weather be in Hialeah Gardens on October the 24th ?,October the 24th,,,Hialeah Gardens,,,,,
2069,Will it be freezing  today in Delaware and Lehigh National Heritage Corridor ?,today,,Delaware and Lehigh National Heritage Corridor,,,,,freezing,
2070,what is the forecast in Admire in TX starting at seventeen ,seventeen,,,Admire,,,,,TX
2071,what is the forecast in North Carolina for Edgemoor,,,,Edgemoor,,,,,North Carolina
2072,what is the forecast for Costa Rica,,,,,Costa Rica,,,,
2073,Need weather for Parc national Tolhuaca to see if it will be fog today,,,Parc national Tolhuaca,,,fog,,,
2074,Weather in Walden  Russia on 12/26/2018,12/26/2018,,,Walden,Russia,,,,
2075,What's the humidity  here right now ?,now,,,,,humidity,here,,
2076,How's the weather at Petit Manan National Wildlife Refuge and nearby right now,now,nearby,Petit Manan National Wildlife Refuge,,,,,,
2077,what is the forecast for Lansford for temperate weather,,,,Lansford,,,,temperate,
2078,overcast on State Holiday in Pawling Nature Reserve and neighboring places,State Holiday,neighboring,Pawling Nature Reserve,,,overcast,,,
2079,I need the weather in Wakarusa,,,,Wakarusa,,,,,
2080,Tell me the forecast for 6 am in Tatra-Nationalpark,6 am,,Tatra-Nationalpark,,,,,,
2081,Tell me the weather forecast for UT on thursday,thursday,,,,,,,,UT
2082,what is the forecast for Turtle Islands National Park,,,Turtle Islands National Park,,,,,,
2083,Will it be hotter in PR at 23 o'clock ?,23 o'clock,,,,,,,hotter,PR
2084,Weather in two hours in Uzbekistan,in two hours,,,,Uzbekistan,,,,
2085,What is the forecast for this afternoon for blizzard conditions in Dieterich  Chad,afternoon,,,Dieterich,Chad,blizzard,,,
2086,how's the weather here at two Am,two Am,,,,,,here,,
2087,will Custer National Forest be chillier at seven Pm,seven Pm,,Custer National Forest,,,,,chillier,
2088,what is the forecast for starting at three a.m in Two Buttes for warm weather,three a.m,,,Two Buttes,,,,warm,
2089,What's the weather in Fox Chapel ?,,,,Fox Chapel,,,,,
2090,What is the rain forecast for one hour from now in South Korea,one hour from now,,,,South Korea,rain,,,
2091,Tell me the weather forecast here,,,,,,,here,,
2092,Will there be a cloud in VI  in 14 minutes ?,in 14 minutes,,,,,cloud,,,VI
2093,How much colder will it be not far from Utah around 3 Am ?,3 Am,not far,,,,,,colder,Utah
2094,Will it be chilly  midday in Cresbard  Afghanistan ?,midday,,,Cresbard,Afghanistan,,,chilly,
2095,"What will the weather be in SarygamyÅ Sanctuary on august 21, 2035 ?","august 21, 2035",,SarygamyÅ Sanctuary,,,,,,
2096,Will it be rainy in Tenino ?,,,,Tenino,,rainy,,,
2097,Will it be hot in the Netherlands on February 16th ?,February 16th,,,,Netherlands,,,hot,
2098,Where is Belgium located,,,,,Belgium,,,,
2099,What will the weather be in Milleville Beach ?,,,,Milleville Beach,,,,,
